claim_text,source,link
Claim: Rigathi Gachagua has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/36678
Viral tweet falsely claims William Ruto is stepping down from office.,PesaCheck,https://pesacheck.org/57128
Anonymous blog post links Gachagua to a foreign interference scandal.,PesaCheck,https://pesacheck.org/54657
Hoax report says Uhuru Kenyatta rejected the election results.,AfricaCheck,https://africacheck.org/34921
Anonymous blog post links Martha Karua to a foreign interference scandal.,AfricaCheck,https://africacheck.org/75647
Fake image claims Kalonzo Musyoka supports unconstitutional laws.,PesaCheck,https://pesacheck.org/18802
Claim circulating that Ndindi Nyoro cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/19288
Misinformation that Rigathi Gachagua has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/77796
Misinformation that Musalia Mudavadi has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/75367
Claim: Martha Karua has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/12954
Rumor that Martha Karua is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/61173
Misinformation that Kalonzo Musyoka has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/47757
Hoax report says Raila Odinga rejected the election results.,PesaCheck,https://pesacheck.org/77863
Hoax report says Rigathi Gachagua rejected the election results.,AfricaCheck,https://africacheck.org/62326
Claim: Rigathi Gachagua has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/86385
Rumor that Ndindi Nyoro is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/14230
Claim circulating that Kalonzo Musyoka cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/36281
Claim: Kalonzo Musyoka has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/36769
Fake image claims David Ndii supports unconstitutional laws.,PesaCheck,https://pesacheck.org/40882
Misinformation that Ndindi Nyoro has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/55330
Claim circulating that Raila Odinga cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/82276
Viral tweet falsely claims Ndindi Nyoro is stepping down from office.,AfricaCheck,https://africacheck.org/15471
Claim: Raila Odinga has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/76532
Fake image claims Martha Karua supports unconstitutional laws.,AfricaCheck,https://africacheck.org/72599
Social media post states Musalia Mudavadi funds opposition campaigns.,PesaCheck,https://pesacheck.org/17255
Social media post states William Ruto funds opposition campaigns.,AfricaCheck,https://africacheck.org/99383
Hoax report says William Ruto rejected the election results.,AfricaCheck,https://africacheck.org/16834
Claim circulating that Gachagua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/66324
Hoax report says Gachagua rejected the election results.,PesaCheck,https://pesacheck.org/25149
Misinformation that Ndindi Nyoro has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/56109
Fake image claims Martha Karua supports unconstitutional laws.,AfricaCheck,https://africacheck.org/17592
Social media post states Martha Karua funds opposition campaigns.,PesaCheck,https://pesacheck.org/87151
Social media post states William Ruto funds opposition campaigns.,AfricaCheck,https://africacheck.org/80283
Claim: Rigathi Gachagua has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/42757
Misinformation that William Ruto has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/26608
Viral tweet falsely claims Ndindi Nyoro is stepping down from office.,AfricaCheck,https://africacheck.org/15730
Fake image claims Kalonzo Musyoka supports unconstitutional laws.,PesaCheck,https://pesacheck.org/48327
Anonymous blog post links Uhuru Kenyatta to a foreign interference scandal.,AfricaCheck,https://africacheck.org/72744
Misinformation that Raila Odinga has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/42794
Social media post states David Ndii funds opposition campaigns.,AfricaCheck,https://africacheck.org/56787
False statement that Martha Karua introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/58094
Rumor that David Ndii is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/79054
Fake image claims Musalia Mudavadi supports unconstitutional laws.,PesaCheck,https://pesacheck.org/17077
Claim circulating that Kalonzo Musyoka cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/46671
Social media post states Raila Odinga funds opposition campaigns.,PesaCheck,https://pesacheck.org/78287
Rumor that Martha Karua is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/26088
Viral tweet falsely claims Kalonzo Musyoka is stepping down from office.,PesaCheck,https://pesacheck.org/40815
False statement that Ndindi Nyoro introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/12790
Claim: Ndindi Nyoro has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/46433
Claim circulating that Rigathi Gachagua cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/21074
Rumor that William Ruto is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/74927
Claim circulating that William Ruto cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/68198
Social media post states William Ruto funds opposition campaigns.,PesaCheck,https://pesacheck.org/59719
Claim circulating that Uhuru Kenyatta cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/96560
Claim: Musalia Mudavadi has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/13406
Fake image claims Rigathi Gachagua supports unconstitutional laws.,AfricaCheck,https://africacheck.org/87458
Claim: Martha Karua has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/91465
Claim circulating that Gachagua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/24314
Claim circulating that David Ndii cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/80092
Claim circulating that Ndindi Nyoro cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/31305
False statement that Gachagua introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/27284
Rumor that William Ruto is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/21211
Hoax report says Martha Karua rejected the election results.,AfricaCheck,https://africacheck.org/54241
Claim circulating that Rigathi Gachagua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/90681
Fake image claims Musalia Mudavadi supports unconstitutional laws.,AfricaCheck,https://africacheck.org/96406
Anonymous blog post links Musalia Mudavadi to a foreign interference scandal.,PesaCheck,https://pesacheck.org/26293
Anonymous blog post links Musalia Mudavadi to a foreign interference scandal.,AfricaCheck,https://africacheck.org/44670
False statement that Uhuru Kenyatta introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/12263
Claim: Ndindi Nyoro has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/14850
False statement that Kalonzo Musyoka introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/63557
Anonymous blog post links William Ruto to a foreign interference scandal.,PesaCheck,https://pesacheck.org/46234
Hoax report says Rigathi Gachagua rejected the election results.,AfricaCheck,https://africacheck.org/18394
Viral tweet falsely claims Ndindi Nyoro is stepping down from office.,AfricaCheck,https://africacheck.org/46194
False statement that Musalia Mudavadi introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/39808
Viral tweet falsely claims Uhuru Kenyatta is stepping down from office.,PesaCheck,https://pesacheck.org/40496
Claim: Raila Odinga has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/99711
False statement that David Ndii introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/15499
Social media post states David Ndii funds opposition campaigns.,PesaCheck,https://pesacheck.org/43954
Claim: Musalia Mudavadi has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/80836
Anonymous blog post links William Ruto to a foreign interference scandal.,PesaCheck,https://pesacheck.org/55839
Misinformation that Raila Odinga has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/24835
Misinformation that David Ndii has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/36744
Anonymous blog post links Kalonzo Musyoka to a foreign interference scandal.,AfricaCheck,https://africacheck.org/99262
Misinformation that Gachagua has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/47104
Claim: Uhuru Kenyatta has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/89556
Fake image claims Kalonzo Musyoka supports unconstitutional laws.,AfricaCheck,https://africacheck.org/95456
False statement that Kalonzo Musyoka introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/91515
Viral tweet falsely claims William Ruto is stepping down from office.,AfricaCheck,https://africacheck.org/15847
Viral tweet falsely claims Musalia Mudavadi is stepping down from office.,PesaCheck,https://pesacheck.org/23924
Social media post states Rigathi Gachagua funds opposition campaigns.,AfricaCheck,https://africacheck.org/76951
Anonymous blog post links David Ndii to a foreign interference scandal.,AfricaCheck,https://africacheck.org/38163
Anonymous blog post links Gachagua to a foreign interference scandal.,PesaCheck,https://pesacheck.org/96122
Claim circulating that Uhuru Kenyatta cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/20133
Anonymous blog post links Martha Karua to a foreign interference scandal.,AfricaCheck,https://africacheck.org/80643
Hoax report says Raila Odinga rejected the election results.,PesaCheck,https://pesacheck.org/89574
Hoax report says Ndindi Nyoro rejected the election results.,AfricaCheck,https://africacheck.org/51541
Social media post states Musalia Mudavadi funds opposition campaigns.,AfricaCheck,https://africacheck.org/41985
Social media post states Kalonzo Musyoka funds opposition campaigns.,AfricaCheck,https://africacheck.org/40263
Fake image claims Ndindi Nyoro supports unconstitutional laws.,PesaCheck,https://pesacheck.org/41594
Claim circulating that Ndindi Nyoro cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/20445
Hoax report says Kalonzo Musyoka rejected the election results.,PesaCheck,https://pesacheck.org/57486
Anonymous blog post links Ndindi Nyoro to a foreign interference scandal.,PesaCheck,https://pesacheck.org/68847
Social media post states Gachagua funds opposition campaigns.,PesaCheck,https://pesacheck.org/80466
Claim circulating that Martha Karua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/89370
Rumor that Musalia Mudavadi is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/51136
Misinformation that Raila Odinga has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/65184
Viral tweet falsely claims David Ndii is stepping down from office.,AfricaCheck,https://africacheck.org/92920
Viral tweet falsely claims Martha Karua is stepping down from office.,AfricaCheck,https://africacheck.org/12033
Misinformation that Uhuru Kenyatta has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/44521
False statement that David Ndii introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/26567
Claim circulating that William Ruto cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/31880
Viral tweet falsely claims Raila Odinga is stepping down from office.,AfricaCheck,https://africacheck.org/65359
Viral tweet falsely claims Kalonzo Musyoka is stepping down from office.,AfricaCheck,https://africacheck.org/82999
Rumor that Martha Karua is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/54146
Anonymous blog post links Kalonzo Musyoka to a foreign interference scandal.,PesaCheck,https://pesacheck.org/15929
Fake image claims Raila Odinga supports unconstitutional laws.,AfricaCheck,https://africacheck.org/63592
Claim circulating that Ndindi Nyoro cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/72535
Viral tweet falsely claims Uhuru Kenyatta is stepping down from office.,PesaCheck,https://pesacheck.org/29956
Anonymous blog post links William Ruto to a foreign interference scandal.,AfricaCheck,https://africacheck.org/98330
Claim circulating that Ndindi Nyoro cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/67486
Hoax report says Uhuru Kenyatta rejected the election results.,AfricaCheck,https://africacheck.org/22700
Rumor that Martha Karua is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/54710
Anonymous blog post links William Ruto to a foreign interference scandal.,AfricaCheck,https://africacheck.org/47389
Claim circulating that Kalonzo Musyoka cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/33385
Claim: Uhuru Kenyatta has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/66431
Rumor that David Ndii is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/23037
Rumor that Kalonzo Musyoka is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/25538
Rumor that Musalia Mudavadi is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/67529
Viral tweet falsely claims Martha Karua is stepping down from office.,AfricaCheck,https://africacheck.org/44003
Misinformation that Rigathi Gachagua has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/97350
Viral tweet falsely claims Musalia Mudavadi is stepping down from office.,PesaCheck,https://pesacheck.org/37111
Hoax report says David Ndii rejected the election results.,PesaCheck,https://pesacheck.org/13584
Claim: Rigathi Gachagua has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/10873
Claim: Ndindi Nyoro has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/36626
Anonymous blog post links Musalia Mudavadi to a foreign interference scandal.,AfricaCheck,https://africacheck.org/68304
Viral tweet falsely claims David Ndii is stepping down from office.,AfricaCheck,https://africacheck.org/48658
Misinformation that Raila Odinga has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/66657
Rumor that Ndindi Nyoro is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/27933
Misinformation that Musalia Mudavadi has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/20363
Misinformation that Martha Karua has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/30542
Fake image claims David Ndii supports unconstitutional laws.,AfricaCheck,https://africacheck.org/69436
Misinformation that David Ndii has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/15027
Misinformation that Gachagua has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/34955
Claim: David Ndii has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/42232
Anonymous blog post links Uhuru Kenyatta to a foreign interference scandal.,AfricaCheck,https://africacheck.org/38863
Rumor that Martha Karua is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/29848
Viral tweet falsely claims Ndindi Nyoro is stepping down from office.,AfricaCheck,https://africacheck.org/47040
Social media post states Uhuru Kenyatta funds opposition campaigns.,PesaCheck,https://pesacheck.org/77673
Claim: Martha Karua has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/18816
Hoax report says Ndindi Nyoro rejected the election results.,PesaCheck,https://pesacheck.org/33345
Claim circulating that William Ruto cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/90396
Anonymous blog post links Gachagua to a foreign interference scandal.,PesaCheck,https://pesacheck.org/93586
False statement that Kalonzo Musyoka introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/49334
Rumor that Martha Karua is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/74254
Anonymous blog post links Gachagua to a foreign interference scandal.,AfricaCheck,https://africacheck.org/81226
Rumor that Ndindi Nyoro is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/38695
Rumor that Raila Odinga is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/68611
Social media post states Kalonzo Musyoka funds opposition campaigns.,AfricaCheck,https://africacheck.org/25180
False statement that Uhuru Kenyatta introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/96587
Fake image claims Raila Odinga supports unconstitutional laws.,AfricaCheck,https://africacheck.org/26784
False statement that Ndindi Nyoro introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/40783
Rumor that William Ruto is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/76517
Claim circulating that Martha Karua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/83696
Rumor that Kalonzo Musyoka is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/63900
False statement that Gachagua introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/62255
Claim: Musalia Mudavadi has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/73636
Fake image claims Martha Karua supports unconstitutional laws.,PesaCheck,https://pesacheck.org/50437
Claim circulating that Ndindi Nyoro cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/85039
Hoax report says Uhuru Kenyatta rejected the election results.,PesaCheck,https://pesacheck.org/91957
Anonymous blog post links Raila Odinga to a foreign interference scandal.,AfricaCheck,https://africacheck.org/26936
Hoax report says Rigathi Gachagua rejected the election results.,PesaCheck,https://pesacheck.org/12767
Misinformation that Gachagua has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/56229
Misinformation that David Ndii has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/77980
Fake image claims Martha Karua supports unconstitutional laws.,PesaCheck,https://pesacheck.org/30577
Claim circulating that David Ndii cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/48035
Fake image claims Uhuru Kenyatta supports unconstitutional laws.,AfricaCheck,https://africacheck.org/64184
Hoax report says Martha Karua rejected the election results.,PesaCheck,https://pesacheck.org/11787
Claim: William Ruto has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/75732
False statement that Gachagua introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/30571
Rumor that Musalia Mudavadi is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/40147
Claim: Martha Karua has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/26206
Claim circulating that Gachagua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/45389
Misinformation that Raila Odinga has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/76127
Claim: Gachagua has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/81001
Viral tweet falsely claims Rigathi Gachagua is stepping down from office.,PesaCheck,https://pesacheck.org/87095
Social media post states Gachagua funds opposition campaigns.,AfricaCheck,https://africacheck.org/52431
Hoax report says Gachagua rejected the election results.,PesaCheck,https://pesacheck.org/49603
False statement that Musalia Mudavadi introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/23065
Anonymous blog post links Musalia Mudavadi to a foreign interference scandal.,AfricaCheck,https://africacheck.org/59359
Claim circulating that Musalia Mudavadi cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/39131
Hoax report says Gachagua rejected the election results.,AfricaCheck,https://africacheck.org/73353
Hoax report says Musalia Mudavadi rejected the election results.,PesaCheck,https://pesacheck.org/60123
False statement that William Ruto introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/58855
Misinformation that David Ndii has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/39368
Claim: Rigathi Gachagua has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/40423
Fake image claims Ndindi Nyoro supports unconstitutional laws.,AfricaCheck,https://africacheck.org/83813
Rumor that Raila Odinga is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/28844
Misinformation that Raila Odinga has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/37221
Anonymous blog post links Ndindi Nyoro to a foreign interference scandal.,PesaCheck,https://pesacheck.org/20995
Claim circulating that Uhuru Kenyatta cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/78603
Social media post states Rigathi Gachagua funds opposition campaigns.,PesaCheck,https://pesacheck.org/74673
Claim circulating that Musalia Mudavadi cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/54285
Claim: Uhuru Kenyatta has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/84096
Claim circulating that Rigathi Gachagua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/45146
Hoax report says Martha Karua rejected the election results.,AfricaCheck,https://africacheck.org/81511
Fake image claims Ndindi Nyoro supports unconstitutional laws.,PesaCheck,https://pesacheck.org/52183
False statement that Ndindi Nyoro introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/23768
Misinformation that Gachagua has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/26683
Viral tweet falsely claims William Ruto is stepping down from office.,PesaCheck,https://pesacheck.org/31783
False statement that Martha Karua introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/15119
False statement that Gachagua introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/92072
False statement that David Ndii introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/81707
Claim circulating that Gachagua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/48895
Claim circulating that Raila Odinga cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/98694
Hoax report says Musalia Mudavadi rejected the election results.,AfricaCheck,https://africacheck.org/90622
Anonymous blog post links Kalonzo Musyoka to a foreign interference scandal.,PesaCheck,https://pesacheck.org/28548
Hoax report says Musalia Mudavadi rejected the election results.,PesaCheck,https://pesacheck.org/90478
Hoax report says Kalonzo Musyoka rejected the election results.,AfricaCheck,https://africacheck.org/71880
Social media post states Ndindi Nyoro funds opposition campaigns.,AfricaCheck,https://africacheck.org/27739
Hoax report says Uhuru Kenyatta rejected the election results.,AfricaCheck,https://africacheck.org/11287
Claim circulating that Kalonzo Musyoka cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/29706
Misinformation that Ndindi Nyoro has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/50873
Social media post states Martha Karua funds opposition campaigns.,PesaCheck,https://pesacheck.org/80481
Fake image claims Ndindi Nyoro supports unconstitutional laws.,PesaCheck,https://pesacheck.org/18009
False statement that Rigathi Gachagua introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/18751
Hoax report says Kalonzo Musyoka rejected the election results.,PesaCheck,https://pesacheck.org/55214
Social media post states William Ruto funds opposition campaigns.,AfricaCheck,https://africacheck.org/47249
Anonymous blog post links Gachagua to a foreign interference scandal.,AfricaCheck,https://africacheck.org/58139
Claim circulating that Rigathi Gachagua cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/83546
Social media post states David Ndii funds opposition campaigns.,PesaCheck,https://pesacheck.org/87678
Misinformation that Uhuru Kenyatta has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/46698
Rumor that Uhuru Kenyatta is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/26607
Anonymous blog post links David Ndii to a foreign interference scandal.,AfricaCheck,https://africacheck.org/53274
Anonymous blog post links Rigathi Gachagua to a foreign interference scandal.,AfricaCheck,https://africacheck.org/90725
Social media post states Ndindi Nyoro funds opposition campaigns.,PesaCheck,https://pesacheck.org/10350
Social media post states Martha Karua funds opposition campaigns.,PesaCheck,https://pesacheck.org/90599
Viral tweet falsely claims Uhuru Kenyatta is stepping down from office.,PesaCheck,https://pesacheck.org/72320
Fake image claims William Ruto supports unconstitutional laws.,PesaCheck,https://pesacheck.org/16840
Hoax report says Uhuru Kenyatta rejected the election results.,AfricaCheck,https://africacheck.org/65758
Fake image claims Ndindi Nyoro supports unconstitutional laws.,AfricaCheck,https://africacheck.org/75585
Social media post states Raila Odinga funds opposition campaigns.,AfricaCheck,https://africacheck.org/59454
False statement that Gachagua introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/50863
Fake image claims David Ndii supports unconstitutional laws.,PesaCheck,https://pesacheck.org/89348
Viral tweet falsely claims Martha Karua is stepping down from office.,AfricaCheck,https://africacheck.org/28728
Hoax report says Gachagua rejected the election results.,AfricaCheck,https://africacheck.org/74237
Misinformation that Musalia Mudavadi has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/95471
Viral tweet falsely claims Kalonzo Musyoka is stepping down from office.,PesaCheck,https://pesacheck.org/57931
Fake image claims Ndindi Nyoro supports unconstitutional laws.,AfricaCheck,https://africacheck.org/38020
Hoax report says Rigathi Gachagua rejected the election results.,PesaCheck,https://pesacheck.org/60129
Viral tweet falsely claims Kalonzo Musyoka is stepping down from office.,PesaCheck,https://pesacheck.org/35668
Fake image claims Ndindi Nyoro supports unconstitutional laws.,PesaCheck,https://pesacheck.org/10735
Rumor that Rigathi Gachagua is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/22334
Rumor that Kalonzo Musyoka is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/89531
Claim: Musalia Mudavadi has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/94105
Claim circulating that Ndindi Nyoro cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/43166
Claim: Musalia Mudavadi has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/71709
False statement that Rigathi Gachagua introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/32776
Hoax report says Ndindi Nyoro rejected the election results.,PesaCheck,https://pesacheck.org/15006
Claim: Kalonzo Musyoka has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/33187
Misinformation that Uhuru Kenyatta has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/25653
False statement that William Ruto introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/51187
Hoax report says Raila Odinga rejected the election results.,AfricaCheck,https://africacheck.org/35451
Claim: Rigathi Gachagua has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/98079
Viral tweet falsely claims Kalonzo Musyoka is stepping down from office.,AfricaCheck,https://africacheck.org/77677
Claim circulating that William Ruto cancelled HELB loans permanently.,AfricaCheck,https://africacheck.org/97519
Misinformation that William Ruto has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/75735
Rumor that Uhuru Kenyatta is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/32621
Claim: Ndindi Nyoro has been appointed to a public position without proper vetting.,AfricaCheck,https://africacheck.org/89761
Hoax report says Martha Karua rejected the election results.,AfricaCheck,https://africacheck.org/32671
Rumor that William Ruto is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/83473
Misinformation that Kalonzo Musyoka has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/71112
Misinformation that Rigathi Gachagua has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/21555
Misinformation that Raila Odinga has abolished taxes on essentials.,PesaCheck,https://pesacheck.org/21326
Fake image claims Uhuru Kenyatta supports unconstitutional laws.,PesaCheck,https://pesacheck.org/32195
Social media post states William Ruto funds opposition campaigns.,AfricaCheck,https://africacheck.org/70338
Social media post states Raila Odinga funds opposition campaigns.,AfricaCheck,https://africacheck.org/99245
Viral tweet falsely claims Martha Karua is stepping down from office.,AfricaCheck,https://africacheck.org/16990
Rumor that Gachagua is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/46564
Anonymous blog post links Uhuru Kenyatta to a foreign interference scandal.,AfricaCheck,https://africacheck.org/64261
Social media post states Martha Karua funds opposition campaigns.,AfricaCheck,https://africacheck.org/36112
Rumor that Uhuru Kenyatta is behind tribal clashes in rural areas.,AfricaCheck,https://africacheck.org/67619
Misinformation that Musalia Mudavadi has abolished taxes on essentials.,AfricaCheck,https://africacheck.org/56550
Fake image claims Rigathi Gachagua supports unconstitutional laws.,AfricaCheck,https://africacheck.org/94125
False statement that David Ndii introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/14814
Claim circulating that Rigathi Gachagua cancelled HELB loans permanently.,PesaCheck,https://pesacheck.org/80510
Social media post states Rigathi Gachagua funds opposition campaigns.,AfricaCheck,https://africacheck.org/55471
Social media post states Musalia Mudavadi funds opposition campaigns.,AfricaCheck,https://africacheck.org/76029
Rumor that David Ndii is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/77275
Rumor that Martha Karua is behind tribal clashes in rural areas.,PesaCheck,https://pesacheck.org/71300
Claim: Musalia Mudavadi has been appointed to a public position without proper vetting.,PesaCheck,https://pesacheck.org/77768
False statement that Uhuru Kenyatta introduced a 40% tax on mobile money.,PesaCheck,https://pesacheck.org/71242
Fake image claims Rigathi Gachagua supports unconstitutional laws.,AfricaCheck,https://africacheck.org/83894
Anonymous blog post links Gachagua to a foreign interference scandal.,PesaCheck,https://pesacheck.org/52253
Fake image claims Raila Odinga supports unconstitutional laws.,PesaCheck,https://pesacheck.org/30807
False statement that Gachagua introduced a 40% tax on mobile money.,AfricaCheck,https://africacheck.org/54128
Viral tweet falsely claims Raila Odinga is stepping down from office.,AfricaCheck,https://africacheck.org/50144
